InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538369,21730,glass star frosted t-light holder,5,12/08/2023 12:43,4.38,12186,United Kingdom
537598,DOT,DOTCOM POSTAGE,1,02/17/2023 14:25,15.0,12096,Australia
538030,21777,  Recipe Box With Metal Heart  ,23,07/12/2023 18:27,5.92,12237,Germany
C538029,22960,JAM MAKING SET WITH JARS,-10,05/24/2023 09:56,4.14,12227,United Kingdom
536913,21754,HOME BUILDING BLOCK WORD,12,02/06/2023 14:16,5.97,12266,Netherlands
538663,21212,PACK OF 72 RETROSPOT CAKE CASES,5,07/22/2023 19:36,0.52,12126,Belgium
537020,22748,POPPY'S PLAYHOUSE KITCHEN,3,04/07/2023 18:30,2.14,12163,United Kingdom
537858,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,01/20/2023 18:56,0.0,12033,United Kingdom
538371,23355,HOT WATER BOTTLE KEEP CALM,1,08/22/2023 08:31,4.17,12283,United Kingdom
538103,22197,SMALL POPCORN HOLDER,3,12/06/2023 14:13,0.9,12068,United Kingdom
536539,22197,SMALL POPCORN HOLDER,11,12/16/2023 18:06,0.91,12050,Ireland
538150,22960,JAM MAKING SET WITH JARS,14,11/12/2023 14:42,4.78,12215,United Kingdom
539169,84406B,CREAM CUPID HEARTS COAT HANGER,11,09/29/2023 11:10,3.05,12027,United Kingdom
538737,20725,LUNCH BAG RED RETROSPOT,21,08/18/2023 17:36,1.89,12134,United Kingdom
536899,22745,POPPY'S PLAYHOUSE BEDROOM,5,03/20/2023 18:35,2.1,12104,Australia
537621,20728,LUNCH BAG CARS BLUE,15,09/08/2023 15:16,1.81,12314,United Kingdom
538450,20725,LUNCH BAG RED RETROSPOT,12,10/26/2023 08:27,1.72,12033,United Kingdom
538640,84991,60 TEATIME FAIRY CAKE CASES,4,11/13/2023 17:24,0.96,12007,United Kingdom
538732, 23203 ,jumbo bag doily patterns,5,04/09/2023 14:12,2.07,12024,United Kingdom
537880,47566,PARTY BUNTING,22,10/13/2023 17:40,4.91,12078,United Kingdom
538640,22625,RED KITCHEN SCALES,3,11/13/2023 17:24,7.96,12007,United Kingdom
537292,47566,PARTY BUNTING,17,03/06/2023 16:47,5.69,12168,United Kingdom
539081,22960,JAM MAKING SET WITH JARS,13,12/04/2023 11:30,4.01,12133,Ireland
536641,22111,SCOTTIE DOG HOT WATER BOTTLE,14,12/13/2023 14:13,4.69,12301,United Kingdom
538360,22197,SMALL POPCORN HOLDER,21,05/02/2023 17:08,0.87,12119,United Kingdom
537553,20727,LUNCH BAG BLACK SKULL,21,05/06/2023 08:55,1.55,12280,Netherlands
537184,BANK CHARGES,BANK CHARGES,1,03/04/2023 08:35,15.0,,U.K.
539096,22632,HAND WARMER RED POLKA DOT,9,07/08/2023 10:28,1.93,12289,Belgium
538227,21755,LOVE BUILDING BLOCK WORD,18,11/10/2023 15:06,6.77,12182,United Kingdom
536864,22622,BOX OF VINTAGE ALPHABET BLOCKS,24,07/14/2023 13:28,9.48,12303,France
C538904,22745,POPPY'S PLAYHOUSE BEDROOM,-19,10/26/2023 09:26,2.0,12332,United Kingdom
538728,21754,home building block word,18,12/02/2023 18:31,6.76,12068,United Kingdom
536505,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,04/24/2023 08:21,4.59,12231,Italy
537976,22622,BOX OF VINTAGE ALPHABET BLOCKS,19,01/29/2023 15:37,9.02,12041,United Kingdom
C537132,20727,LUNCH BAG BLACK SKULL,-24,06/12/2023 09:13,1.49,12037,United Kingdom
537578,20727,LUNCH BAG BLACK SKULL,22,04/16/2023 12:26,1.76,,Netherlands
536503,21212,PACK OF 72 RETROSPOT CAKE CASES,20,12/27/2023 18:33,0.63,,United Kingdom
538163,23298,SPACEBOY LUNCH BOX,11,07/07/2023 09:48,1.98,12293,United Kingdom
538590,22748,POPPY'S PLAYHOUSE KITCHEN,10,02/23/2023 17:02,2.01,12011,United Kingdom
536411,23298,SPACEBOY LUNCH BOX,17,08/19/2023 15:43,2.19,12209,  united kingdom
538583,23355,HOT WATER BOTTLE KEEP CALM,6,12/18/2023 15:26,4.26,,France
537112,20727,LUNCH BAG BLACK SKULL,12,03/26/2023 14:48,1.75,12231,Italy
537986,84991,60 TEATIME FAIRY CAKE CASES,4,11/04/2023 14:19,0.87,12288,United Kingdom
537138,21929,JUMBO BAG PINK POLKADOT,11,03/15/2023 11:57,2.01,12299,United Kingdom
536611,23203,JUMBO BAG DOILY PATTERNS,3,10/04/2023 18:19,1.89,12303,France
537743,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,09/15/2023 15:33,3.62,12197,France
536613,22748,poppy's playhouse kitchen,13,08/11/2023 12:21,2.36,12081,  united kingdom
538731,22960,JAM MAKING SET WITH JARS,21,08/30/2023 10:17,4.08,12257,France
537905,23245,SET OF 3 REGENCY CAKE TINS,22,04/27/2023 13:12,4.64,12173,  united kingdom
536447,84991,60 teatime fairy cake cases,8,11/23/2023 14:50,0.9,12344,United Kingdom
537662,21212,pack of 72 retrospot cake cases,16,12/24/2023 08:10,0.58,12227,United Kingdom
536861,21754,HOME BUILDING BLOCK WORD,17,04/03/2023 15:00,6.72,12075,United Kingdom
539081,20727,LUNCH BAG BLACK SKULL,20,12/04/2023 11:30,1.57,12133,Ireland
536366,22748,POPPY'S PLAYHOUSE KITCHEN,16,01/11/2023 18:52,2.16,12117,United Kingdom
536616,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,10/11/2023 11:05,2.71,12313,Belgium
538474,84879,ASSORTED COLOUR BIRD ORNAMENT,3,12/21/2023 15:20,1.8,12139,Netherlands
538515,23245,SET OF 3 REGENCY CAKE TINS,15,11/01/2023 08:21,5.36,12013,United Kingdom
538256,23245,SET OF 3 REGENCY CAKE TINS,1,08/11/2023 17:21,4.88,12229,United Kingdom
536526,47566,PARTY BUNTING,22,12/07/2023 10:11,5.47,12003,UK
537553,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,05/06/2023 08:55,4.08,12280,Netherlands
C537144,22111,SCOTTIE DOG HOT WATER BOTTLE,-18,10/26/2023 15:52,4.91,12341,United Kingdom
537693,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,11/06/2023 11:12,3.64,12276,United Kingdom
538995,21755,love building block word,4,12/08/2023 13:27,5.95,12107,Ireland
538409,23203,JUMBO BAG DOILY PATTERNS,12,03/09/2023 17:36,2.07,12208,United Kingdom
537925,23355,HOT WATER BOTTLE KEEP CALM,1,10/18/2023 17:28,4.36,12345,United Kingdom
537476,20727,  Lunch Bag Black Skull  ,10,12/25/2023 11:14,1.72,12273,United Kingdom
538752,22423,REGENCY CAKESTAND 3 TIER,6,11/20/2023 10:50,13.14,12223,Ireland
538231,22625,RED KITCHEN SCALES,5,03/08/2023 14:01,8.12,12004,United Kingdom
537832,23355,HOT WATER BOTTLE KEEP CALM,14,02/01/2023 19:01,4.1,12244,Germany
536905,21471,TRAVEL CARD WALLET SKULL,20,11/11/2023 19:37,0.39,12196,France
538376,22960,JAM MAKING SET WITH JARS,7,06/16/2023 11:32,3.93,12028,United Kingdom
538032,20727,LUNCH BAG BLACK SKULL,18,06/08/2023 12:10,1.89,12016,United Kingdom
538464,22197,SMALL POPCORN HOLDER,19,12/16/2023 13:21,0.96,12307,United Kingdom
537521,84991,60 TEATIME FAIRY CAKE CASES,5,03/23/2023 16:05,0.85,12034,Italy
C536548,21777,RECIPE BOX WITH METAL HEART,-7,12/27/2023 14:53,6.04,12278,Germany
538531,20728,LUNCH BAG CARS BLUE,8,11/28/2023 09:12,1.77,12332,United Kingdom
C537305,23245,SET OF 3 REGENCY CAKE TINS,-9,04/30/2023 09:39,5.13,12335,Netherlands
536428,22745,poppy's playhouse bedroom,6,09/10/2023 10:54,2.41,12232,Belgium
C538701,22960,JAM MAKING SET WITH JARS,-6,04/04/2023 16:23,4.02,12321,Australia
538801,22622,BOX OF VINTAGE ALPHABET BLOCKS,10,09/05/2023 08:27,10.01,12087,Ireland
C537305,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-20,04/30/2023 09:39,2.49,12335,Netherlands
538208,21212,PACK OF 72 RETROSPOT CAKE CASES,17,10/10/2023 11:32,0.53,12026,United Kingdom
536697,22633,HAND WARMER UNION JACK,23,11/29/2023 18:04,2.12,12250,United Kingdom
537674,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,12/22/2023 12:33,2.79,12290,United Kingdom
538715,AMAZONFEE,AMAZON FEE,1,12/29/2023 14:37,12.5,12319,United Kingdom
537466,21931,JUMBO STORAGE BAG SUKI,18,01/23/2023 12:23,2.18,12113,United Kingdom
536724,21777,RECIPE BOX WITH METAL HEART,17,10/19/2023 10:16,6.31,12052,United Kingdom
538732,84029E,RED WOOLLY HOTTIE WHITE HEART,13,04/09/2023 14:12,3.69,12024,United Kingdom
537581,84406B,  Cream Cupid Hearts Coat Hanger  ,1,11/28/2023 15:27,2.72,12006,United Kingdom
538193,22752,SET 7 BABUSHKA NESTING BOXES,16,01/13/2023 19:18,7.32,12234,Ireland
538722,21754,HOME BUILDING BLOCK WORD,10,09/13/2023 13:16,6.06,12223,Ireland
537486,22423,REGENCY CAKESTAND 3 TIER,23,11/17/2023 13:11,12.04,12141,Australia
538816,84406B,CREAM CUPID HEARTS COAT HANGER,1,12/16/2023 10:51,2.49,12093,United Kingdom
536985,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,07/18/2023 15:23,4.23,12235,Italy
538081,21754,HOME BUILDING BLOCK WORD,14,11/24/2023 17:51,6.32,12110,United Kingdom
537047,22197,SMALL POPCORN HOLDER,8,06/25/2023 17:46,0.95,12252,United Kingdom
536508,21929,JUMBO BAG PINK POLKADOT,5,12/21/2023 17:11,1.94,12247,United Kingdom
537788,20727,lunch bag black skull,21,12/03/2023 11:26,1.55,,Netherlands
537172,20728,LUNCH BAG CARS BLUE,22,07/15/2023 10:54,1.66,12189,Germany
538657,22197,small popcorn holder,2,12/03/2023 16:28,0.8,12072,Australia
538732,22633,HAND WARMER UNION JACK,15,04/09/2023 14:12,1.98,12024,United Kingdom
537430,21754,HOME BUILDING BLOCK WORD,13,12/04/2023 09:38,5.44,12142,United Kingdom
537141,84879,ASSORTED COLOUR BIRD ORNAMENT,22,03/12/2023 17:35,1.89,12057,United Kingdom
538995,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/08/2023 13:27,2.43,12107,Ireland
C537570,22632,HAND WARMER RED POLKA DOT,-8,12/19/2023 15:44,1.87,12176,United Kingdom
538551,21929,JUMBO BAG PINK POLKADOT,11,11/06/2023 16:54,2.35,12032,United Kingdom
538043,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,02/11/2023 10:35,2.74,12199,France
538178,21755,LOVE BUILDING BLOCK WORD,20,11/08/2023 17:18,6.22,12116,France
537544,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,04/21/2023 18:03,4.01,12142,United Kingdom
538301,22960,jam making set with jars,2,08/18/2023 13:36,3.97,12271,France
536701,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,11/02/2023 15:03,3.6,12193,United Kingdom
539201,21212,PACK OF 72 RETROSPOT CAKE CASES,20,11/11/2023 16:14,0.5,12160,United Kingdom
536738,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,11/08/2023 11:10,3.86,12239,United Kingdom
538019,22632,HAND WARMER RED POLKA DOT,11,12/22/2023 15:47,2.1,12318,United Kingdom
538240,47566,PARTY BUNTING,7,08/07/2023 19:12,5.66,12245,France
537744,71053,WHITE METAL LANTERN,9,11/04/2023 12:50,3.57,12234,Ireland
538311,22749,feltcraft princess charlotte doll,8,11/27/2023 17:16,3.66,12308,United Kingdom
539042,84879,ASSORTED COLOUR BIRD ORNAMENT,13,12/15/2023 14:55,1.7,12218,United Kingdom
536610,21754,  Home Building Block Word  ,21,05/17/2023 10:44,5.49,12334,United Kingdom
537622,22745,POPPY'S PLAYHOUSE BEDROOM,3,07/29/2023 13:25,1.92,12016,  united kingdom
539178, 22625 ,RED KITCHEN SCALES,22,12/01/2023 15:22,8.75,12310,Australia
536371,84991,60 TEATIME FAIRY CAKE CASES,4,07/15/2023 17:43,0.96,12087,Ireland
538855,22960,JAM MAKING SET WITH JARS,2,12/02/2023 13:37,4.58,12030,France
539029, 22752 ,SET 7 BABUSHKA NESTING BOXES,17,11/10/2023 17:21,7.93,,United Kingdom
538597,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/13/2023 13:59,4.11,12211,Portugal
536991,21212,PACK OF 72 RETROSPOT CAKE CASES,3,01/17/2023 10:55,0.5,12234,Ireland
538516,21755,LOVE BUILDING BLOCK WORD,24,10/14/2023 17:49,5.7,12156,United Kingdom
536447,22197,SMALL POPCORN HOLDER,4,11/23/2023 14:50,0.83,12344,United Kingdom
538547,22633,HAND WARMER UNION JACK,5,12/04/2023 10:52,1.73,12075,United Kingdom
538548,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,12/11/2023 10:16,4.61,12229,United Kingdom
537918,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,07/23/2023 08:56,3.92,12018,Netherlands
537082,71053,WHITE METAL LANTERN,7,08/20/2023 16:44,3.2,12000,United Kingdom
537048,22745,POPPY'S PLAYHOUSE BEDROOM,3,11/16/2023 15:59,2.13,12212,  united kingdom
537646,21754,HOME BUILDING BLOCK WORD,22,10/15/2023 11:37,6.44,12024,United Kingdom
538281,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,11/05/2023 18:52,3.98,12027,United Kingdom
537822,21212,PACK OF 72 RETROSPOT CAKE CASES,23,04/25/2023 17:50,0.52,12210,United Kingdom
539114,23245,SET OF 3 REGENCY CAKE TINS,21,03/03/2023 10:16,4.49,12162,United Kingdom
538597,22632,HAND WARMER RED POLKA DOT,11,12/13/2023 13:59,1.79,12211,Portugal
538059,21755,LOVE BUILDING BLOCK WORD,17,12/15/2023 18:32,5.84,12079,Netherlands
537668,20725,LUNCH BAG RED RETROSPOT,5,08/25/2023 15:54,1.56,,  united kingdom
538652,84406B,CREAM CUPID HEARTS COAT HANGER,15,05/07/2023 11:42,3.04,12323,Spain
537201,22748,POPPY'S PLAYHOUSE KITCHEN,4,12/25/2023 08:05,2.29,12182,UK
538063,22960,JAM MAKING SET WITH JARS,17,11/24/2023 19:38,4.78,12259,United Kingdom
536475,21212,PACK OF 72 RETROSPOT CAKE CASES,5,04/06/2023 12:17,0.55,12015,United Kingdom
536825,23245,SET OF 3 REGENCY CAKE TINS,8,06/10/2023 12:45,5.59,12106,United Kingdom
539085,22745,POPPY'S PLAYHOUSE BEDROOM,23,12/06/2023 13:17,1.99,12060,United Kingdom
539097,84991,60 TEATIME FAIRY CAKE CASES,12,07/27/2023 12:19,0.78,12238,United Kingdom
538292,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,07/09/2023 16:08,4.3,12070,United Kingdom
537267,22197,SMALL POPCORN HOLDER,1,12/20/2023 16:06,0.96,12301,United Kingdom
538048,47566,PARTY BUNTING,4,12/28/2023 11:06,5.1,12026,United Kingdom
537175,22752,SET 7 BABUSHKA NESTING BOXES,1,09/04/2023 19:31,8.67,12007,United Kingdom
537391,21754,HOME BUILDING BLOCK WORD,10,12/03/2023 10:19,5.42,12003,  united kingdom
538777,22423,REGENCY CAKESTAND 3 TIER,17,08/07/2023 09:03,14.16,12328,  united kingdom
536462,20728,LUNCH BAG CARS BLUE,10,12/21/2023 09:15,1.75,12179,United Kingdom
538453,21730,  Glass Star Frosted T-Light Holder  ,1,09/22/2023 10:39,4.37,12031,Spain
538273,23298,  Spaceboy Lunch Box  ,2,07/20/2023 13:09,2.13,12314,United Kingdom
538300,22111,SCOTTIE DOG HOT WATER BOTTLE,19,06/08/2023 14:21,5.27,12294,United Kingdom
536848,20728,LUNCH BAG CARS BLUE,24,03/14/2023 08:15,1.87,12062,Spain
538861,20727,LUNCH BAG BLACK SKULL,22,11/25/2023 15:17,1.85,12289,Belgium
538164,20725,LUNCH BAG RED RETROSPOT,12,09/30/2023 08:38,1.54,12338,Spain
537258,22960,JAM MAKING SET WITH JARS,15,09/01/2023 18:40,3.99,12236,Ireland
537868,23355,HOT WATER BOTTLE KEEP CALM,1,08/17/2023 17:17,3.62,12184,UK
537852,22625,RED KITCHEN SCALES,6,01/11/2023 17:12,8.71,12166,France
536537,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,18,09/19/2023 12:25,4.05,12294,United Kingdom
537386,POST,POSTAGE,1,12/21/2023 08:07,18.0,12154,Portugal
537035,20728,LUNCH BAG CARS BLUE,2,11/09/2023 09:33,1.72,12024,UK
536864,21931,JUMBO STORAGE BAG SUKI,4,07/14/2023 13:28,2.05,12303,France
537709,22111,SCOTTIE DOG HOT WATER BOTTLE,15,08/27/2023 13:53,5.05,12227,United Kingdom
537832,20725,LUNCH BAG RED RETROSPOT,14,02/01/2023 19:01,1.49,12244,Germany
537386,23355,HOT WATER BOTTLE KEEP CALM,9,12/21/2023 08:07,3.78,12154,Portugal
538565,20727,LUNCH BAG BLACK SKULL,24,11/12/2023 09:21,1.68,12331,Germany
536454,22423,regency cakestand 3 tier,4,08/08/2023 10:39,11.91,12301,United Kingdom
538834,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,11/20/2023 16:06,2.53,12213,U.K.
536793,22633,HAND WARMER UNION JACK,20,12/09/2023 15:16,2.11,12180,Ireland
537417,BANK CHARGES,BANK CHARGES,1,08/18/2023 08:18,15.0,12215,United Kingdom
538176,21212,PACK OF 72 RETROSPOT CAKE CASES,3,11/22/2023 15:48,0.52,12235,Italy
538251,POST,POSTAGE,1,11/02/2023 12:46,18.0,12324,United Kingdom
538322,23298,SPACEBOY LUNCH BOX,21,12/11/2023 12:54,1.95,12007,United Kingdom
538947,22960,JAM MAKING SET WITH JARS,8,03/01/2023 08:55,4.71,12217,Belgium
539154,BANK CHARGES,BANK CHARGES,1,04/26/2023 17:09,15.0,12326,Australia
537635,21212,PACK OF 72 RETROSPOT CAKE CASES,24,06/10/2023 13:29,0.63,12208,United Kingdom
538598,20725,LUNCH BAG RED RETROSPOT,23,07/24/2023 18:19,1.84,12309,United Kingdom
536704,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,03/16/2023 10:30,2.74,12183,Netherlands
537858,20727,LUNCH BAG BLACK SKULL,3,01/20/2023 18:56,1.61,12033,United Kingdom
537399,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,10/22/2023 15:20,4.25,12036,UK
539146,21755,  Love Building Block Word  ,24,08/10/2023 10:53,6.55,12029,France
536384,23203,JUMBO BAG DOILY PATTERNS,1,08/05/2023 19:03,1.92,12287,  united kingdom
539050,84029G,  Knitted Union Flag Hot Water Bottle  ,3,12/26/2023 16:23,3.63,12203,United Kingdom
539000, 22752 ,SET 7 BABUSHKA NESTING BOXES,1,03/15/2023 11:40,7.21,,United Kingdom
536902,21931,JUMBO STORAGE BAG SUKI,4,12/03/2023 13:24,2.21,12117,United Kingdom
539177,22960,JAM MAKING SET WITH JARS,7,04/30/2023 19:17,4.61,12261,Spain
538683,23245,SET OF 3 REGENCY CAKE TINS,23,05/31/2023 09:13,5.24,12102,Portugal
536432,71053,WHITE METAL LANTERN,18,06/14/2023 11:19,3.4,12294,United Kingdom
538345,POST,POSTAGE,1,11/18/2023 15:39,18.0,12055,United Kingdom
538096,23245,SET OF 3 REGENCY CAKE TINS,21,05/20/2023 16:22,4.82,12039,United Kingdom
538620,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,18,11/11/2023 16:53,3.76,12133,Ireland
537671,84406B,CREAM CUPID HEARTS COAT HANGER,15,11/03/2023 12:53,2.91,12298,United Kingdom
536921,47566,PARTY BUNTING,4,10/03/2023 09:51,5.13,12034,Italy
539029,22423,REGENCY CAKESTAND 3 TIER,20,11/10/2023 17:21,11.5,,United Kingdom
538501,20725,LUNCH BAG RED RETROSPOT,24,09/25/2023 15:28,1.61,12127,United Kingdom
538582,22197,  Small Popcorn Holder  ,6,12/01/2023 17:43,0.97,12077,United Kingdom
537224,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,05/17/2023 10:24,3.4,12122,United Kingdom
539078,21212,PACK OF 72 RETROSPOT CAKE CASES,7,11/01/2023 08:30,0.62,12278,Germany
537725,23203,  Jumbo Bag Doily Patterns  ,19,12/24/2023 08:17,2.19,12273,  united kingdom
536997,22960,JAM MAKING SET WITH JARS,7,07/26/2023 15:55,3.85,12238,United Kingdom
538316,84879,ASSORTED COLOUR BIRD ORNAMENT,15,05/25/2023 09:47,1.74,12195,Italy
536713,20728,LUNCH BAG CARS BLUE,6,04/26/2023 14:27,1.5,12004,United Kingdom
537329,22745,POPPY'S PLAYHOUSE BEDROOM,4,12/26/2023 18:27,2.24,12193,United Kingdom
539062,22197,SMALL POPCORN HOLDER,22,12/09/2023 10:17,0.8,12116,France
537023,23245,set of 3 regency cake tins,16,10/02/2023 17:20,5.66,12332,United Kingdom
539058,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,17,01/24/2023 16:11,4.05,12118,France
537417,71053,WHITE METAL LANTERN,8,08/18/2023 08:18,3.63,12215,United Kingdom
537632,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,09/30/2023 09:52,4.02,12021,Netherlands
537237,22111,scottie dog hot water bottle,6,11/19/2023 11:48,4.62,12069,  united kingdom
538718,22745,POPPY'S PLAYHOUSE BEDROOM,11,10/15/2023 09:26,2.34,12162,United Kingdom
537744, 23355 ,HOT WATER BOTTLE KEEP CALM,21,11/04/2023 12:50,3.95,12234,Ireland
538771,22423,REGENCY CAKESTAND 3 TIER,8,12/28/2023 10:09,14.02,12086,United Kingdom
538881,21931,JUMBO STORAGE BAG SUKI,23,11/07/2023 10:56,2.18,12154,Portugal
536694,21754,HOME BUILDING BLOCK WORD,9,11/26/2023 11:34,6.66,12104,Australia
537411,AMAZONFEE,AMAZON FEE,1,12/24/2023 09:52,12.5,12040,Belgium
536868,22748,POPPY'S PLAYHOUSE KITCHEN,6,01/20/2023 14:44,2.13,,UK
538114,20727,LUNCH BAG BLACK SKULL,11,12/03/2023 19:22,1.61,12243,United Kingdom
537281,21777,RECIPE BOX WITH METAL HEART,11,11/02/2023 08:00,6.72,12178,United Kingdom
537384,22960,JAM MAKING SET WITH JARS,1,12/25/2023 09:34,4.33,,United Kingdom
538847,84029E,RED WOOLLY HOTTIE WHITE HEART,14,06/27/2023 14:21,4.26,12321,Australia
536452,71053,WHITE METAL LANTERN,3,07/27/2023 18:11,3.54,12081,United Kingdom
538674,22632,HAND WARMER RED POLKA DOT,7,06/01/2023 19:14,1.9,12000,United Kingdom
538030,22632,HAND WARMER RED POLKA DOT,8,07/12/2023 18:27,1.79,12237,Germany
538204,22748,POPPY'S PLAYHOUSE KITCHEN,7,05/13/2023 19:27,2.31,12125,Portugal
536852,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,12/01/2023 17:00,2.32,12315,United Kingdom
537122,84406B,CREAM CUPID HEARTS COAT HANGER,2,11/03/2023 17:08,3.06,12135,United Kingdom
537113,84879,ASSORTED COLOUR BIRD ORNAMENT,5,12/06/2023 09:09,1.84,12145,United Kingdom
538158,22197,SMALL POPCORN HOLDER,1,11/11/2023 17:28,0.8,12150,United Kingdom
538512,AMAZONFEE,AMAZON FEE,1,12/11/2023 16:47,12.5,12022,United Kingdom
538494,21471,TRAVEL CARD WALLET SKULL,22,12/22/2023 09:06,0.47,12274,United Kingdom
537363,84029E,RED WOOLLY HOTTIE WHITE HEART,4,01/29/2023 09:09,3.92,12160,United Kingdom
536773,22622,BOX OF VINTAGE ALPHABET BLOCKS,9,04/23/2023 12:45,11.26,12233,United Kingdom
538176,23203,JUMBO BAG DOILY PATTERNS,10,11/22/2023 15:48,2.26,12235,Italy
536680,21212,PACK OF 72 RETROSPOT CAKE CASES,16,03/04/2023 11:28,0.54,12331,Germany
538582,AMAZONFEE,AMAZON FEE,1,12/01/2023 17:43,12.5,12077,United Kingdom
536612,23298,SPACEBOY LUNCH BOX,18,12/05/2023 14:10,2.0,12303,France
536942,22632,HAND WARMER RED POLKA DOT,9,12/09/2023 19:06,1.75,12065,United Kingdom
539047,POST,POSTAGE,1,10/27/2023 09:22,18.0,12287,  united kingdom
538797,22748,POPPY'S PLAYHOUSE KITCHEN,9,10/23/2023 08:19,1.94,,France
537641,85123A,white hanging heart t-light holder,4,08/03/2023 13:54,2.8,12022,UK
538085,85123A,white hanging heart t-light holder,2,04/04/2023 17:53,2.41,12112,Germany
536694,84879,ASSORTED COLOUR BIRD ORNAMENT,20,11/26/2023 11:34,1.66,12104,Australia
536489,22632,HAND WARMER RED POLKA DOT,9,09/21/2023 10:04,1.84,12264,Italy
537241,23298,SPACEBOY LUNCH BOX,23,10/19/2023 13:39,1.88,12148,United Kingdom
537175,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,19,09/04/2023 19:31,3.93,12007,United Kingdom
537820,21754,HOME BUILDING BLOCK WORD,21,05/17/2023 18:40,5.55,12208,United Kingdom
537937,21929,JUMBO BAG PINK POLKADOT,1,01/22/2023 16:35,2.37,12136,Netherlands
538677,22960,JAM MAKING SET WITH JARS,14,12/18/2023 19:43,4.22,12110,United Kingdom
536639,22197,SMALL POPCORN HOLDER,1,11/10/2023 11:32,0.97,12180,Ireland
536834, 20728 ,LUNCH BAG CARS BLUE,19,11/16/2023 16:42,1.54,12075,United Kingdom
537959,21755,LOVE BUILDING BLOCK WORD,22,04/06/2023 08:14,6.41,12136,Netherlands
537635,POST,POSTAGE,1,06/10/2023 13:29,18.0,12208,United Kingdom
537238,84406B,CREAM CUPID HEARTS COAT HANGER,15,06/08/2023 16:42,2.76,12071,United Kingdom
538531,47566,PARTY BUNTING,4,11/28/2023 09:12,5.28,12332,United Kingdom
537503,21755,LOVE BUILDING BLOCK WORD,8,12/22/2023 10:24,6.81,12171,Belgium
538731,22111,SCOTTIE DOG HOT WATER BOTTLE,2,08/30/2023 10:17,4.48,12257,France
538086, 84879 ,ASSORTED COLOUR BIRD ORNAMENT,13,04/13/2023 13:40,1.9,12091,United Kingdom
537124,21777,RECIPE BOX WITH METAL HEART,19,12/03/2023 10:01,6.72,12229,United Kingdom
536708,21754,HOME BUILDING BLOCK WORD,17,03/06/2023 16:37,6.05,,Belgium
538419,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,07/13/2023 09:31,4.15,12159,France
538214, 21755 ,love building block word,2,09/16/2023 17:24,6.17,12216,Belgium
536717,21931,JUMBO STORAGE BAG SUKI,20,11/10/2023 18:56,2.25,12235,Italy
537796,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,12/18/2023 19:04,2.87,12069,United Kingdom
538090,22752,SET 7 BABUSHKA NESTING BOXES,20,12/14/2023 09:18,6.92,12202,Netherlands
536727,BANK CHARGES,BANK CHARGES,1,11/09/2023 19:27,15.0,12203,United Kingdom
537876,22632,HAND WARMER RED POLKA DOT,16,10/25/2023 18:26,1.86,12084,Spain
537176,22752,  Set 7 Babushka Nesting Boxes  ,16,12/11/2023 11:27,8.19,12104,Australia
537272,84991,60 TEATIME FAIRY CAKE CASES,13,07/30/2023 14:37,0.82,12227,United Kingdom
537201,21929,JUMBO BAG PINK POLKADOT,10,12/25/2023 08:05,2.27,12182,UK
537538,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,22,12/26/2023 18:06,3.68,12281,United Kingdom
538565,22632,HAND WARMER RED POLKA DOT,7,11/12/2023 09:21,1.79,12331,Germany
536688,22625,  Red Kitchen Scales  ,23,06/06/2023 12:13,8.31,12072,Australia
538761,20725,LUNCH BAG RED RETROSPOT,11,05/26/2023 18:30,1.82,12159,France
